"body","entityname","userid","createdAt"
"🏩👩‍❤️‍👨😴🛌🍳","Hyatt House Pittsburgh/Bloomfield/Shadyside","10212391291791338","2018-09-24 19:17:31.358+00"
"🏩🛏️💤👍","Lux Eleven Berlin-Mitte","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","2018-10-14 18:40:53.482+00"
"🏪","Safeway","105856798281199967470","2019-01-29 04:59:26.112+00"
"🏪🥑🐓👉🛍️","Jewel-Osco","878293195646842","2017-12-12 03:03:58.438+00"
"🏫🎒😢","Navrachana School Sama (CBSE)","1560744434020482","2017-12-27 03:47:20.096+00"
"🏫👨‍💻👩‍💻🍱🔮","Residence Inn by Marriott Pittsburgh University/Medical Center","10212391291791338","2018-09-28 17:40:12.795+00"
"🏫📜🍎💯😎","Oakton High School","1747013638673296","2018-05-14 21:39:40.591+00"
"🏬👫👬👭⏳","Beatrix","904147553087729","2018-07-23 14:51:10.439+00"
"🏬🛣️💳🛍️👣","Magnificent Mile","XXnUVF4DL9ckCjh3acLaUOG33hH2","2018-09-04 00:21:39.063+00"
"🏭🍫🐒🍽😍","Belmont Estate","10155200088205955","2018-03-26 20:15:46.005+00"
"🏰⛪😀","Dresden","106173579224565293482","2018-10-15 12:39:00.854+00"
"🏰⛰🧗‍♂️📸👍","Burgruine Dürnstein","108032751776815363988","2018-06-03 14:34:37.875+00"
"🏰⛲🛐👌","Berlin Cathedral Church","106173579224565293482","2018-10-14 17:54:00.857+00"
"🏰🏚⬆️🏞😎","Burgruine Dürnstein","10155200088205955","2018-06-03 14:35:33.727+00"
"🏰🏚🏔🛡🗡","Dunluce Castle","105856798281199967470","2018-06-01 10:51:39.769+00"
"🏰😍🌳🌸😭","Palace of Versailles","1660353924016921","2018-02-21 04:54:49.982+00"
"🏰🤩⭐💵☕","Hofburg Palace","10155200088205955","2018-06-05 10:32:14.289+00"
"🏳️‍🌈☮❤️🌆🎊","5th Ave","108032751776815363988","2018-06-24 20:14:13.959+00"
"🏳️‍🌈🍽","Palais des congrès de Montréal","a75GkecYjZPfhwj4LIkpJPvvRXL2","2018-04-24 16:35:15.641+00"
"🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🥧🐐🤤","Gordon Ramsay Pub & Grill","105856798281199967470","2019-02-10 22:32:11.559+00"
"🏴󠁧󠁢󠁳󠁣󠁴󠁿🛫🛬🇺🇸🙏","O'Hare International Airport","105856798281199967470","2018-06-02 18:19:43.233+00"
"🏵️🎃🍕🛫😋","Gjelina Take Away","106173579224565293482","2018-08-03 05:39:23.417+00"
"🏸😃💪🏃","Bintang Badminton","1818871448126667","2018-03-18 06:35:58.84+00"
"🏺🏺🏺👃💆🏽‍♀️","Mariage Frères Thé Français","10155200088205955","2018-10-21 08:17:52.431+00"
"🐂🍍🌶🥪😍","Olive et Gourmando","106173579224565293482","2018-04-24 15:34:18.998+00"
"🐂🍔","Palais des Congrès in Montreal","K1h9GOceX3Pj7vF9tgP7FIGR9903","2018-04-26 00:22:21.581+00"
"🐂🍲🇰🇷🍬🤔","Bab Plus Restaurant","xkUdubkt3Cgfn7peWTWTEejSvmm1","2018-10-01 00:00:29.684+00"
"🐂🎚️➕🥔😋","Arby's","10211909841598672","2018-10-07 16:48:16.634+00"
"🐂😋🧂🧂🧂","The Butcher's Table","MlrbYFYV9odhB5MKMXEHXAtdHYw1","2019-01-06 02:15:23.389+00"
"🐃🏇🤠😂🤦‍♀️","Buffalo Chip Saloon and Steakhouse","10210457306100125","2018-05-31 12:49:38.515+00"
"🐄✊⬇️☕","Espresso Royale","10160306553590694","2018-03-23 19:41:50.785+00"
"🐄🌶🥪🤤😍","Mendocino Farms","10156074801518874","2018-04-29 02:43:56.277+00"
"🐄🍟🐄🍟🙌","Main Deli Steak House - Smoked Meat - Ribs - Poutine - Sandwiches/Burgers - Catering","AIkwmbmie4VhCquS1ciSGq6g9u53","2018-04-23 01:15:53.938+00"
"🐄🍧🍼🔴💕","Sharetea","849156475252964","2018-05-19 21:22:58.772+00"
"🐄🥛🧀🍅👍","The Grey Barn and Farm","10155200088205955","2018-08-26 13:35:16.478+00"
"🐆🏒🎸🍻👄","BB&T Center","1862385467106791","2017-11-23 03:27:38.796+00"
"🐆💎🎮🍿😊","GQT Savoy 16 IMAX","10207814784727552","2018-02-11 08:16:55.795+00"
"🐇🦆⛲🚶‍♂️🚶‍♀️","Helms Park","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","2018-07-19 22:21:14.978+00"
"🐈🍵🙀😺😸","NEKO - A Cat Cafe","1425689854196183","2017-12-23 02:44:07.569+00"
"🐊🌲🐊🌴🐊","Everglades National Park","10212391291791338","2018-12-28 04:49:16.128+00"
"🐋🦈🐠⛵💯","Baja Expeditions","1647801008617579","2018-11-24 06:40:29.932+00"
"🐍🎤👸🐍😁","Soldier Field","10210457306100125","2018-06-03 05:03:50.874+00"
"🐍👀🦆🏃‍♀️😅","Helms Park","106173579224565293482","2018-09-21 00:39:27.927+00"
"🐎🍽👋😄","Sakoon","vyBNE8B7cEh7AUxnKVdygB3bh903","2018-06-30 20:28:46.077+00"
"🐏🍚🌶🌶😍","The Himalayan Chimney","106173579224565293482","2018-04-21 01:54:55.317+00"
"🐏🐐🐑🥇🏆","Amazing Yarns","106173579224565293482","2018-06-03 05:46:43.89+00"
"🐏🐑🐐🔜👒","Wildfiber Studio","106173579224565293482","2018-08-01 23:06:26.183+00"
"🐏🥃","Barrelhouse 34","10155159022190658","2017-11-21 04:50:20.127+00"
"🐏🥩🥔🥕🥖","Caffè Macs","10212391291791338","2018-07-05 19:28:21.194+00"
"🐐","Trader Joe's","1671649076180873","2018-02-15 04:56:48.608+00"
"🐐","Wawa","794492160751553","2017-11-17 05:25:05.365+00"
"🐐⚾😍🍻","Philippe The Original","1695707747139533","2018-03-07 19:01:12.866+00"
"🐐🍕💯👍😎","Mr D's Pizza","115726429549715946128","2018-03-14 00:25:56.646+00"
"🐐🍚➖🐐😂","Anjappar Chettinad Restaurant","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","2018-05-16 03:41:37.836+00"
"🐐🍳🐔🍗😍","Little Goat Diner","1659104244102907","2017-11-17 02:22:04.109+00"
"🐐🍸🤯👍🥇","Bar Leather Apron","794492160751553","2018-04-29 17:28:16.798+00"
"🐐🍻🍷🍜💣","Gabose Pocha","10203814544039457","2017-12-28 07:39:17.541+00"
"🐐🐐🐐🐐🐐","Wawa","794492160751553","2018-03-02 23:29:40.381+00"
"🐐🐐🐐🐐🐐","Fat Sandwich Company","1958216867729438","2018-01-30 19:12:17.649+00"
"🐐🐕🐐🐕🛣️","Antigua","10155200088205955","2019-01-11 19:43:38.654+00"
"🐐😎","Southport Raw Bar","10215794546366799","2018-03-22 15:40:24.977+00"
"🐐🧀➕🥖🤤","Cowgirl Creamery Cheese Shop","106173579224565293482","2018-09-01 19:36:15.94+00"
"🐐🧀🍞🍅😍","Urbana's Market at the Square","10155200088205955","2017-09-23 23:47:27.83+00"
"🐐🧀😋👍","Cowgirl Creamery Cheese Shop","EqqFCv1Cd8h9lvYOkARhuZVm8zw1","2018-09-01 19:53:35.561+00"
"🐑🍔🍟🥂🎶","Modavie","AIkwmbmie4VhCquS1ciSGq6g9u53","2018-04-22 17:52:02.404+00"
"🐑🍖👍👍","Modavie","878293195646842","2018-04-23 01:21:38.939+00"
"🐑🍚🤤🙃","Biryaniz","htinzXo0U8gSKo8oHgG1WEkqWXc2","2018-12-22 22:06:09.384+00"
"🐑🍜🍛👌","Málà Project","105856798281199967470","2018-07-16 03:34:45.573+00"
"🐑🍜😋👍👍","Kojin Noodle Bar","10212391291791338","2018-12-28 00:11:45.074+00"
"🐑🐐🏅🧣👩‍👧","Amazing Yarns","10155200088205955","2018-03-19 20:11:58.045+00"
"🐑🐑☕🐑🐑","Kaffe 1668","10155200088205955","2018-11-19 18:31:01.904+00"
"🐒🛐🔊🙉🙏","NGEF Layout Nagarabhavi","105541935333594264230","2018-12-20 15:01:27.581+00"
"🐓🌮🌮🌮🤤","Maize at the Station","106173579224565293482","2018-12-13 04:57:18.885+00"
"🐓🌮🥗👍😋","Casa Del Mar","10211909841598672","2018-12-15 18:54:51.39+00"
"🐓🌱🌶🍚😅","Thai Grata Restaurant","106173579224565293482","2018-05-23 17:23:52.322+00"
"🐓🌶️😋🤤😍","The Himalayan Chimney","106173579224565293482","2018-07-17 23:56:23.399+00"
"🐓🌶️🥘🍚🤤","Babu Ji","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","2018-07-16 03:51:16.224+00"
"🐓🌶️🥘🥖😐","The Himalayan Chimney","106173579224565293482","2018-07-27 22:44:02.872+00"
"🐓🌶🍕🥗🌞","Howie's Artisan Pizza","106173579224565293482","2018-06-03 05:37:47.48+00"
"🐓🌶🍠🤯😋","Caribbean Grill","110478412661569610356","2018-06-15 23:39:20.127+00"
"🐓🌶🤤💁😡","Buffalo Wild Wings","106173579224565293482","2018-04-04 23:08:05.033+00"
"🐓🍄🌽🍲👍","Thai Grata Restaurant","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","2018-11-25 21:45:00.338+00"
"🐓🍄🍟🍺😍","ALEX Dresden am Schloss","106173579224565293482","2018-10-15 14:30:34.352+00"
"🐓🍄🥘🥖🤤","Yogi Indisches Restaurant in Berlin Moabit","106173579224565293482","2018-10-17 01:59:33.959+00"
"🐓🍄🥚🌬️😇","Le Soufflé","106173579224565293482","2018-10-19 11:54:26.36+00"
"🐓🍅🥕🌱😃","Urbana's Market at the Square","157924978075040","2017-11-12 01:39:08.275+00"
"🐓🍍🍹😐","Juerga Tapas & Wine","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","2018-07-13 06:07:50.304+00"
"🐓🍔🍺🍋💖","Superba Food + Bread","106173579224565293482","2018-08-01 20:12:54.127+00"
"🐓🍔🤮🍟😋","Gott's Roadside","106173579224565293482","2018-03-17 00:00:53.983+00"
"🐓🍗🌶😍🔥","Buffalo Wild Wings","10212391291791338","2018-05-03 03:35:03.215+00"
"🐓🍗🍐🥗😍","Napa Farms","106173579224565293482","2018-10-12 18:28:36.825+00"
"🐓🍗🍺🔥","Buffalo Wild Wings","10213288375297458","2018-01-24 05:39:31.837+00"
"🐓🍗🐓🍗🐓","Chicken Kitchen Plantation","794492160751553","2018-09-24 00:17:58.668+00"
"🐓🍗😩🤤😍","Bird Bar","10155200088205955","2018-04-28 18:18:11.084+00"
"🐓🍚🍆🥕🤮","Sticky Rice","106173579224565293482","2018-09-21 23:36:12.928+00"
"🐓🍚🍛🆗","Kohinoor Indian Restaurant and Lounge","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","2018-07-19 21:57:12.555+00"
"🐓🍝☘️😍☺️","Lai Lai Wok","xkUdubkt3Cgfn7peWTWTEejSvmm1","2018-10-13 00:03:34.225+00"
"🐓🍟🌶🌶😍","Assembly","106173579224565293482","2018-06-24 22:39:19.546+00"
"🐓🍟🍝🍻👍","Spreegold","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","2018-10-14 19:56:25.389+00"
"🐓🍟🍯😋","Honey Butter Fried Chicken","10160009362260456","2018-05-04 04:24:32.148+00"
"🐓🍫🥡😋😴","Big Grove Tavern","10155200088205955","2019-02-05 04:12:08.103+00"
"🐓🍯🤤","Honey Butter Fried Chicken","10160009362260456","2018-03-10 06:34:53.947+00"
"🐓🍲🤤🥠🥡","Golden Harbor Authentic Chinese Cuisine","10155200088205955","2017-12-05 20:33:38.267+00"
"🐓🐐🇮🇳🧀🆗","Biryaniz","106173579224565293482","2019-01-12 20:52:18.131+00"
"🐓🐓🐓🐓","Oakton High School","auL7i9NLJDNvZbo6NrLfllE3PsC2","2018-05-21 12:50:34.933+00"
"🐓🐖🧀🌮😋","Tacos Chukis","106173579224565293482","2018-11-29 03:48:40.695+00"
"🐓😋","Chi Mac","rsz45h7FGneakMuNMiLFRbf7Wkm1","2018-05-09 19:29:32.382+00"
"🐓😍🍹🕺💃","Motiv","106173579224565293482","2018-09-02 02:51:04.052+00"
"🐓😬😖","Lao sze chuan","10155200088205955","2017-09-30 00:23:15.994+00"
"🐓🚂🍚🍵😍","Basil Thai At Urbana","xkUdubkt3Cgfn7peWTWTEejSvmm1","2018-10-26 00:25:16.162+00"
"🐓🤤🍑🥧😒","The Roost Carolina Kitchen","10155200088205955","2018-04-08 04:12:54.891+00"
"🐓🥐😍🐤🐣","Costco Wholesale","849156475252964","2018-05-13 20:31:44.129+00"
"🐓🥗🌶🥕💪","Mendocino Farms","106173579224565293482","2018-06-18 01:44:11.815+00"
"🐓🥚🍚🍷😐","Sésame","106173579224565293482","2018-04-26 03:06:23.695+00"
"🐓🥜🍚🥠😐","Chef Chu's","157924978075040","2018-01-06 05:01:03.893+00"
"🐓🥞👌","Drumstix Market","10160009362260456","2018-03-01 03:07:38.914+00"
"🐓🥦🥇📅😍","P.F. Chang's","108032751776815363988","2018-11-14 02:28:55.994+00"
"🐓🥪🌶️😋","Fast Tony's Chicken","157924978075040","2017-12-23 22:28:59.252+00"
"🐓🥪🥗🍺😍","Mendocino Farms","106173579224565293482","2018-05-14 17:02:09.387+00"
"🐔♨️🏢🔝🌇","Chelsea","10155200088205955","2018-07-08 20:52:20.245+00"
"🐔➡️🇺🇸🎆♨️","Whole Foods Market","10155200088205955","2018-07-01 00:25:06.858+00"
"🐔🇯🇵🐟👨‍👩‍👧‍👦💟","YAYOI Cupertino","105856798281199967470","2018-09-01 20:43:59.121+00"
"🐔🇺🇸🤡","The Roost Carolina Kitchen","10159158025280648","2018-02-06 06:34:44.247+00"
"🐔🌮🌶️🌶️😋","Maize at the Station","106173579224565293482","2018-07-21 22:33:11.667+00"
"🐔🌶️🍗🍑🥇","The Roost Carolina Kitchen","878293195646842","2018-01-16 01:14:56.118+00"
"🐔🌶️😂😁😁","The Bird","105856798281199967470","2019-01-21 20:24:08.964+00"
"🐔🌶🌯🇮🇳👍","Signature Grill","105856798281199967470","2018-03-10 01:29:52.051+00"
"🐔🌶🌶🌶😀","Lao sze chuan","10212886863311893","2017-11-15 02:19:00.638+00"
"🐔🌶🚗☝🧀","Rainbow Garden Bowl","10101518996685315","2018-06-03 22:01:57.881+00"
"🐔🍅🌮🤨","Una Mas Mexican Grill","106173579224565293482","2018-06-03 05:40:01.5+00"
"🐔🍆🥪🧀","Parm Battery Park City","105856798281199967470","2018-07-13 17:06:49.172+00"
"🐔🍓🥗💪👍","Big Grove Tavern","10155200088205955","2018-03-02 23:15:49.064+00"
"🐔🍔🌶🍅😍","Mendocino Farms","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","2018-06-17 19:39:03.261+00"
"🐔🍔🍗🔥🔥","Village Tavern & Grill of South Elgin","zIXVtn3gqnQH6MF0I88bvyBC6F73","2018-05-18 17:27:23.512+00"
"🐔🍔🍟🍺🤤","Dirty Bird to-go","10155200088205955","2018-08-22 22:39:09.7+00"
"🐔🍔🍟😍","Old Bank Restaurant & Bar","10155200088205955","2017-09-24 19:52:37.048+00"
"🐔🍔🍟😑","Watson's Shack & Rail","10155200088205955","2017-11-11 22:51:02.593+00"
"🐔🍔🍹😍","Roister Restaurant","10155200088205955","2017-09-30 21:40:52.396+00"
"🐔🍗👌","Watson's Shack & Rail","878293195646842","2018-02-25 00:52:45.157+00"
"🐔🍗💢🥞","Watson's Shack & Rail","10213508958830979","2018-03-04 00:49:27.585+00"
"🐔🍗🔥🔥🔥","Hattie B's Hot Chicken - Midtown Nashville, TN","1695707747139533","2018-03-10 02:11:30.947+00"
"🐔🍗😍","Lao sze chuan","10212886863311893","2017-08-31 04:54:15.023+00"
"🐔🍗😍🔜🏃‍♂️","Buffalo Wild Wings","2053211201557946","2018-02-02 23:57:27.347+00"
"🐔🍗🤤","bb.q premium chicken","10155200088205955","2018-01-26 22:02:41.079+00"
"🐔🍗🤷‍♂️","bb.q premium chicken","10212886863311893","2018-01-29 21:41:12.232+00"
"🐔🍗🥞😋","Watson's Shack & Rail","10155200088205955","2019-02-08 03:40:47.158+00"
"🐔🍚","bb.q premium chicken","10213508958830979","2018-02-14 03:01:37.061+00"
"🐔🍚🍛🍲🥡","Zien Hong","105856798281199967470","2018-07-29 06:05:51.089+00"
"🐔🍚👌👌👌","Rooster & Rice","10210616148458401","2018-08-10 23:54:53.057+00"
"🐔🍚👍","Torraku Ramen","105856798281199967470","2018-11-15 19:57:53.934+00"
"🐔🍚🤔","J Gumbo's","395494837568437","2018-03-29 22:49:11.487+00"
"🐔🍚🥇😍","Drunken Munkey","105856798281199967470","2018-07-21 18:02:11.293+00"
"🐔🍛🇹🇭🍌😍","Siam Terrace","10157745799508644","2018-04-23 03:29:39.143+00"
"🐔🍞🌶️😩😋","Anjappar Chettinad Indian Restaurant","105856798281199967470","2018-12-27 22:01:14.315+00"
"🐔🍟🍯🚚😍","Blue Ribbon","10155200088205955","2018-01-04 06:43:23.849+00"
"🐔🍟😍","Black Dog Smoke & Ale House","10155200088205955","2017-09-11 00:29:09.8+00"
"🐔🍟😍💞","Chick-fil-A","1801894893156332","2017-11-23 01:56:24.803+00"
"🐔🍟🤤🍩🆗","Brenda's French Soul Food","10155200088205955","2018-08-09 05:17:34.807+00"
"🐔🍢🍡😋👩‍❤️‍👨","Torishin","10155200088205955","2018-11-19 03:43:25.499+00"
"🐔🍤🌶🍚❤️","J Gumbo's","10101518996685315","2018-05-04 22:19:30.257+00"
"🐔🍱🇯🇵👨‍👩‍👧‍👦😋","YAYOI","105856798281199967470","2018-07-02 21:14:23.2+00"
"🐔🍲🍗🍖😋","B N Chicken, 백년손님","10212391291791338","2018-06-01 02:37:27.386+00"
"🐔🍻👅👌💥","Wingin Out","1548747561904565","2018-02-20 04:43:32.204+00"
"🐔🐓🌶️🍚😍","M.Y. China","106173579224565293482","2018-08-04 00:26:02.401+00"
"🐔🐓😌","Dirty Bird to-go","10155200088205955","2017-09-01 00:42:57.336+00"
"🐔🐟🌶️😌😴","Golden Harbor Authentic Chinese Cuisine","10155200088205955","2018-01-20 01:34:05.322+00"
"🐔🐟🍲🥠🤤","Golden Harbor Authentic Chinese Cuisine","10155200088205955","2018-09-05 03:11:23.013+00"
"🐔🐣🌶🍝","Indo Cafe","801725610001395","2018-05-12 16:37:51.961+00"
"🐔🐷🍝🍰🍧","HuHot Mongolian Grill","849156475252964","2018-03-31 00:01:16.706+00"
"🐔👎🍚👍🤔","Auntie Lee's Chinese Kitchen","743076299226362","2017-11-13 21:22:34.382+00"
"🐔😋","Salad Meister","zIXVtn3gqnQH6MF0I88bvyBC6F73","2018-04-30 17:11:17.814+00"
"🐔😒","McDonald's","1801894893156332","2017-11-18 21:55:13.604+00"
"🐔🙃","Panda Express","1369049109859054","2017-12-01 02:09:08.333+00"
"🐔🚫🍝😋","Eve Fremont","10155200088205955","2018-11-27 21:15:45.295+00"
"🐔🚬🌶🤤","Black Dog Smoke & Ale House","10155200088205955","2017-11-05 02:06:56.724+00"
"🐔🥑🥗😋👍","Tortas Frontera","10155200088205955","2018-01-11 21:00:23.624+00"
"🐔🥓🍅🥖🤓","Einstein Bros. Bagels","2053211201557946","2018-02-02 18:08:51.311+00"
"🐔🥔🥕😌💪","Timpone's","10155200088205955","2018-03-06 04:45:08.607+00"
"🐔🥗👌","Blackwood BBQ Lake Street","878293195646842","2018-05-04 19:14:38.941+00"
"🐔🥗🥑💪😀","Bottino","10155200088205955","2017-11-17 23:35:21.077+00"
"🐔🥘🍺😣💸","7 Wonders Lounge","105541935333594264230","2018-07-04 17:43:14.44+00"
"🐔🥙😐","Jerusalem Middle Eastern Cuisine","10212886863311893","2017-11-13 16:01:28.237+00"
"🐔🥚🍚🥗🙌","Indo Cafe","105856798281199967470","2018-03-20 21:06:28.99+00"
"🐔🥩🥡⚡","Panda Express","10155200088205955","2018-12-08 04:34:51.26+00"
"🐔🥩🦐🥗🍨","Whole Foods Market","10155200088205955","2018-07-08 20:34:49.577+00"
"🐔🥪🍄🍟😋","Scratch","10155200088205955","2018-12-15 00:11:10.197+00"
"🐔🥪😋","Bobwhite Lunch and Supper Counter","105856798281199967470","2018-07-13 22:55:31.465+00"
"🐔🥪😋","Little Skillet","105856798281199967470","2018-09-28 02:04:45.738+00"
"🐕🍁🌈☺️","Kevin Moran Park","10203191900074104","2017-12-02 18:41:30.386+00"
"🐕🐩🥇📺😍","Fairfax","10155200088205955","2018-11-22 17:47:25.587+00"
"🐕🐶🐾🌄","Kevin Moran Park","105856798281199967470","2018-05-16 19:47:42.119+00"
"🐕👩‍⚕️","St Joseph Animal Hospital","110478412661569610356","2018-02-24 16:26:56.714+00"
"🐕💟🌱","Kevin Moran Park","105856798281199967470","2018-08-31 18:17:50.991+00"
"🐖🍺🌤️🍳🥓","The Tipsy Pig","10156176120853169","2018-02-03 21:24:09.371+00"
"🐖🍽👏🤤","The Pink Pig","10209215430457530","2018-03-31 02:48:16.085+00"
"🐖🐂🥩🥓👍","Meat & Egg Sales Room","110478412661569610356","2018-08-21 18:07:45.252+00"
"🐖🐓🍖👍😋","Shorty's BBQ","115726429549715946128","2018-05-07 17:25:13.153+00"
"🐖🐖🐖🐖🐖","Din Tai Fung Pacific Place","849156475252964","2018-05-24 02:07:49.629+00"
"🐖😁😍😍😈","BBQ King Smokehouse","10213431934147283","2018-01-14 21:10:38.509+00"
"🐖🥓🐓🥚👨‍🌾","The Grey Barn and Farm","10155200088205955","2018-08-26 13:33:41.171+00"
"🐘🍲⛄🚙☺️","Bab Plus Restaurant","10215323205660534","2018-02-11 18:50:21.243+00"
"🐘🎨🍊🍩😋","General Porpoise Doughnuts","IVxTrnRwMxWyhshYhy7iKvbdYmm2","2019-01-13 21:25:55.231+00"
"🐘🤴🏾🇮🇳🎎🕵🏽‍♀️","Old and New Green Vault","10155200088205955","2018-10-18 03:27:40.869+00"
"🐙🍆😬😤🤬","Alain Ducasse au Plaza Athénée","10155200088205955","2018-10-19 21:53:49.908+00"
"🐙🐟🙅‍♂️🙅‍♂️🕶","Elkhorn Slough","10215323205660534","2018-06-04 04:39:14.015+00"
"🐙🐷🐟🇨🇳💯","Golden Harbor Authentic Chinese Cuisine","530046704026165","2017-12-18 01:17:19.558+00"
"🐚🌊◼️🍽️😍","Chelsea Square","115361705896308","2018-01-05 02:55:39.844+00"
"🐚🌊◼️🍽️😍","Chelsea Square","108032751776815363988","2018-01-05 02:55:39.844+00"
"🐚👂💍👩‍👧🔄","Versace","106173579224565293482","2018-07-28 18:38:54.635+00"
"🐚💍↪️🕶️😎","Versace","106173579224565293482","2018-08-01 17:39:28.854+00"
